model name,word,test set definition,ranking
reversedictionary.org,coeducation,the system of education in which both men and women attend the same institution or classes,1
reversedictionary.org,electronics,the science and technology of electronic phenomena,1
reversedictionary.org,scholarship,the methods discipline and attainments of a scholar or scholars,1
reversedictionary.org,engineering,the application of scientific and mathematical principles to practical ends such as the design manufacture and operation of efficient and economical structures machines processes and systems,1
reversedictionary.org,transhumanism,a philosophy favouring the use of science and technology especially neurotechnology biotechnology and nanotechnology to overcome human limitations and improve the human condition,1
reversedictionary.org,hit,to come into contact with forcefully strike the car hit the guardrail,1
reversedictionary.org,thrum,to play a stringed instrument idly or monotonously thrummed a guitar,1
reversedictionary.org,education,the act or process of educating or being educated,1
reversedictionary.org,snipe,any of various long billed shore birds of the genus gallinago or capella related to the woodcocks and sandpipers especially the common widely distributed species g,1
reversedictionary.org,emotionality,the state or quality of being emotional,-1
reversedictionary.org,university,an institution for higher learning with teaching and research facilities constituting a graduate school and professional schools that award master s degrees and doctorates and an undergraduate division that awards bachelor s degrees,1
reversedictionary.org,trombone,a brass instrument consisting of a long cylindrical tube bent upon itself twice ending in a bell shaped mouth and having a movable u shaped slide for producing different pitches,1
reversedictionary.org,vehemence,an intense concentration force or power,1
reversedictionary.org,violence,physical force exerted for the purpose of violating damaging or abusing crimes of violence,1
reversedictionary.org,breeding,one s line of descent ancestry a person of noble breeding,16
reversedictionary.org,run,to move swiftly on foot so that both feet leave the ground during each stride,1
reversedictionary.org,classroom,a room or place especially in a school in which classes are conducted a second floor classroom an outdoor classroom,1
reversedictionary.org,application,the act of applying,1
reversedictionary.org,search,to make a thorough examination of look over carefully in order to find something explore,1
reversedictionary.org,cymbal,a percussion instrument consisting of a concave brass plate that makes a loud clashing tone when hit with a drumstick or when used in pairs,1
reversedictionary.org,didactics,instruction teaching pedagogy,1
reversedictionary.org,compassion,deep awareness of the suffering of another coupled with the wish to relieve it,1
reversedictionary.org,piano,a musical instrument with a manual keyboard actuating hammers that strike wire strings producing sounds that may be softened or sustained by means of pedals,1
reversedictionary.org,empathy,identification with and understanding of another s situation feelings and motives,1
reversedictionary.org,tech,technology,1
reversedictionary.org,humility,the quality or condition of being humble,1
reversedictionary.org,tambourine,a percussion instrument consisting of a small drumhead with jingling disks fitted into the rim usually played by shaking and striking with the hand,1
reversedictionary.org,feeling,the sensation involving perception by touch,1
reversedictionary.org,research,scholarly or scientific investigation or inquiry,1
reversedictionary.org,hunt,to pursue game for food or sport,1
reversedictionary.org,preschool,of relating to intended for or being the early years of childhood that precede the beginning of elementary school,1
reversedictionary.org,emotional,of or relating to emotion,2
reversedictionary.org,apparatus,an appliance or device for a particular purpose,1
reversedictionary.org,humanities,plural form of humanity,217
reversedictionary.org,undergraduate,a college or university student who has not yet received a bachelor s or similar degree,1
reversedictionary.org,whale,for the biological order see cetacea,5
reversedictionary.org,homeschooling,teaching children at home instead of sending them to school,1
reversedictionary.org,shakedown,a thorough search,2
reversedictionary.org,tool,a device such as a saw used to perform or facilitate manual or mechanical work,1
reversedictionary.org,emotion,a mental state that arises spontaneously rather than through conscious effort and is often accompanied by physiological changes a feeling the emotions of joy sorrow reverence hate and love,1
reversedictionary.org,industry,commercial production and sale of goods,1
reversedictionary.org,pound,to strike repeatedly and forcefully,2
reversedictionary.org,fervor,great warmth and intensity of emotion,47
reversedictionary.org,explore,to investigate systematically examine explore every possibility,1
reversedictionary.org,awe,a mixed emotion of reverence respect dread and wonder inspired by authority genius great beauty sublimity or might we felt awe when contemplating the works of bach,1
reversedictionary.org,bionics,application of biological principles to the study and design of engineering systems especially electronic systems,1
reversedictionary.org,djembe,a large skin covered drum played with the hands used in west african and some fusion music,1
