model name,word,test set definition,ranking
multi-qa-distilbert-cos-v1,percussion,Especially when making noise to smash two things together,-1
multi-qa-distilbert-cos-v1,sentimentality,a striking or emotional quality or state of affairs,-1
multi-qa-distilbert-cos-v1,culture,"social practices, belief systems, the arts, and all other products of human activity and imagination, inclusive.",-1
multi-qa-distilbert-cos-v1,hardware,Computer Science Computers and associated physical equipment directly involved in the processing of data or communication services,-1
multi-qa-distilbert-cos-v1,cylinder,A geometrical plane in which straight lines intersect each other and move perpendicular to the horizontal axis at the rotating surface.,7
multi-qa-distilbert-cos-v1,trap,"Another explanation is a device that traps and hangs animals, such as a hidden hole or a pincer-like device that immediately closes.",-1
multi-qa-distilbert-cos-v1,heat,"Dictionary Definition of Force is a form of energy associated with the motion of atoms or molecules, transferred by friction through solids and liquids, by viscosity through fluids and can be non-linearly nonlinear.",-1
multi-qa-distilbert-cos-v1,profession,career or profession One of the many compliments a child can give their parents is their career choice John Nathan,1
multi-qa-distilbert-cos-v1,trace,Marks such as tracks made or left by animals or objects,1
multi-qa-distilbert-cos-v1,technological,"Pertaining to or pertaining to technology, especially scientific technology",1
multi-qa-distilbert-cos-v1,joy,happiness and especially joy or happiness,-1
multi-qa-distilbert-cos-v1,gadget,A small specialized mechanical or electronic device is available,-1
multi-qa-distilbert-cos-v1,kill,was killed,-1
multi-qa-distilbert-cos-v1,systems,In terms of quantity,-1
multi-qa-distilbert-cos-v1,innovation,the act of introducing something new,1
multi-qa-distilbert-cos-v1,snare,Traps are usually used as nets to catch birds and small animals,-1
multi-qa-distilbert-cos-v1,ambush,The act of believing in strength,-1
multi-qa-distilbert-cos-v1,wheel,A wheel is a mechanical disc or circular device,-1
multi-qa-distilbert-cos-v1,equipment,overlapping actions or events,-1
multi-qa-distilbert-cos-v1,bounty,To give generously,-1
multi-qa-distilbert-cos-v1,schooling,A course or course offered in a school,-1
multi-qa-distilbert-cos-v1,gun,The dictionary definition of a firearm is a steel-barreled weapon that fires a shot with a high velocity along a smooth trajectory.,-1
multi-qa-distilbert-cos-v1,perception,performance or teacher perception,-1
multi-qa-distilbert-cos-v1,probe,Navigation is an exploratory activity or a device designed primarily to explore distant or unknown places and obtain information.,-1
multi-qa-distilbert-cos-v1,music,"Ability to manipulate sounds in time to create a continuous and engaging musical experience with rhythm, harmony, rhythm and rhythm.",-1
multi-qa-distilbert-cos-v1,learning,work or experience to acquire knowledge or skills,-1
multi-qa-distilbert-cos-v1,happiness,Feelings of happiness,-1
multi-qa-distilbert-cos-v1,drummer,It sounded like a drum,-1
multi-qa-distilbert-cos-v1,manhunt,Often the culprits are being sought,-1
multi-qa-distilbert-cos-v1,biotechnology,use of organic substances such as bacteria or yeast or enzymes to carry out industrial or manufacturing processes;,-1
multi-qa-distilbert-cos-v1,enthusiasm,Strong enthusiasm or passion for a topic or activity,-1
multi-qa-distilbert-cos-v1,beat,Repeated attacks,-1
multi-qa-distilbert-cos-v1,sensation,"Perception is associated with sensory stimulation or certain physical states, such as temperature and visual sensations",-1
multi-qa-distilbert-cos-v1,instruction,professional or educational,-1
multi-qa-distilbert-cos-v1,software,Computer science is the programming of ancient words and symbols that control hardware functions and precise applications,-1
multi-qa-distilbert-cos-v1,sense,"The power of awareness from outside or from within the body is perceived and experienced as the ability to hear, see, smell, touch, and balance.",-1
multi-qa-distilbert-cos-v1,bugle,"The metal containers are slightly shorter than the trumpet, and have no keys or knobs",-1
multi-qa-distilbert-cos-v1,consciousness,state or condition of mind,6
multi-qa-distilbert-cos-v1,quest,act or action to obtain or carry out,-1
multi-qa-distilbert-cos-v1,science,"Characterization, Identification, Observation, Experimental Research and Conceptual Explanation of Phenomena",1
multi-qa-distilbert-cos-v1,forage,The act of foraging for food or supplies or sustenance,2
multi-qa-distilbert-cos-v1,tap,Gently beat with a gentle stroke or knife,1
multi-qa-distilbert-cos-v1,adult,adults or persons of legal age,2
multi-qa-distilbert-cos-v1,excitement,The act or principle of change,-1
multi-qa-distilbert-cos-v1,drum,The glossary definition of a musical instrument is a cylindrical or conical musical instrument with a ball or string played at one or both ends.,7
multi-qa-distilbert-cos-v1,catch,"to catch or capture, especially after a chase",1
multi-qa-distilbert-cos-v1,track,"A sign or series of signs, a thing of the past",-1
multi-qa-distilbert-cos-v1,drive,Push Push or Push Forward Push the horse forward into the stall,2
multi-qa-distilbert-cos-v1,mechanism,machine or machine tool,3
multi-qa-distilbert-cos-v1,foraging,The act of foraging for food or supplies or sustenance,1
multi-qa-distilbert-cos-v1,pursue,Following the dog’s attempt to cross or catch a pursuing fox,2
multi-qa-distilbert-cos-v1,coeducation,"Educationally, boys and girls attend the same or the same school",1
multi-qa-distilbert-cos-v1,electronics,phenomena of the internet of science and technology,1
multi-qa-distilbert-cos-v1,scholarship,Disciplinary measures and an undergraduate or graduate degree,-1
multi-qa-distilbert-cos-v1,engineering,"Apply scientific and mathematical principles, such as the design and operation of material and mechanical systems, efficiently and effectively.",1
multi-qa-distilbert-cos-v1,transhumanism,"The dictionary definition of biotechnology and nanotechnology is a philosophy that advocates the use of science and technology, especially biotechnology, neurotechnology and nanotechnology, to overcome human limitations and improve the human condition.",1
multi-qa-distilbert-cos-v1,hit,The vehicle collided violently,-1
multi-qa-distilbert-cos-v1,thrum,slowly playing a placked instrument or playing the guitar in unison,6
multi-qa-distilbert-cos-v1,education,a learning act or process or learning,1
multi-qa-distilbert-cos-v1,snipe,"Long-billed species include the Gallinago or Capella variety, which are associated with woodpeckers and songbirds, especially the more frequent G varieties.",1
multi-qa-distilbert-cos-v1,emotionality,emotional state or quality,1
multi-qa-distilbert-cos-v1,university,"Universities with teaching and research facilities include graduate and professional schools offering master's and doctoral degrees, as well as undergraduate institutions offering bachelor's degrees.",1
multi-qa-distilbert-cos-v1,trombone,"A metal device with a long cylindrical tube that doubles as a bell at the end, and a movable U-shaped shaft that produces different types of music.",1
multi-qa-distilbert-cos-v1,vehemence,a strong contact force or force,-1
multi-qa-distilbert-cos-v1,violence,violence or physical force,1
multi-qa-distilbert-cos-v1,breeding,of the same blood as a born nobleman,2
multi-qa-distilbert-cos-v1,run,Stand up quickly so that both feet leave the ground with each step,1
multi-qa-distilbert-cos-v1,classroom,"room or place , especially in a school , where second grade and outside the classroom are taught",1
multi-qa-distilbert-cos-v1,application,the act of performing,-1
multi-qa-distilbert-cos-v1,search,"to find, to find something to learn",-1
multi-qa-distilbert-cos-v1,cymbal,The dictionary definition of percussion is a high-pitched brass instrument when drummed or doubled.,1
multi-qa-distilbert-cos-v1,didactics,Reading Instructions,-1
multi-qa-distilbert-cos-v1,compassion,a careful awareness of the suffering of others and a desire to alleviate it,1
multi-qa-distilbert-cos-v1,piano,The dictionary definition of an instrument is an instrument equipped with a mechanical keyboard that operates hammers on the string strings to produce a sound that can be softened or stabilized by the pedal.,-1
multi-qa-distilbert-cos-v1,empathy,Identify and understand feelings and motivations in other situations,-1
multi-qa-distilbert-cos-v1,tech,technology,-1
multi-qa-distilbert-cos-v1,humility,The characteristic or state of poverty,-1
multi-qa-distilbert-cos-v1,tambourine,"The oldest instrument in the vocabulary is usually played with hand movements and percussion, and consists of a small drum head with a vibrating disc at its base.",-1
multi-qa-distilbert-cos-v1,feeling,a sensation associated with perception by touch,-1
multi-qa-distilbert-cos-v1,research,Scientific or expert research or investigation,-1
multi-qa-distilbert-cos-v1,hunt,Follow the game to food or exercise,1
multi-qa-distilbert-cos-v1,preschool,What or what does childhood mean before starting primary school,-1
multi-qa-distilbert-cos-v1,emotional,about or concerning emotions,-1
multi-qa-distilbert-cos-v1,apparatus,A vehicle or device used for a specific purpose,-1
multi-qa-distilbert-cos-v1,humanities,the nature of human population growth,-1
multi-qa-distilbert-cos-v1,undergraduate,students or students without a bachelor’s degree or equivalent,-1
multi-qa-distilbert-cos-v1,whale,For biological order see Cetaceans,-1
multi-qa-distilbert-cos-v1,homeschooling,Educate children at home instead of sending them to school,-1
multi-qa-distilbert-cos-v1,shakedown,Get it right,-1
multi-qa-distilbert-cos-v1,tool,Equipment for making or preparing manual or mechanical work such as sawing,-1
multi-qa-distilbert-cos-v1,emotion,"A state of mind that occurs spontaneously, without conscious effort, often accompanied by physical changes, such as joy, sadness, disgust, love.",-1
multi-qa-distilbert-cos-v1,industry,commercial production and sale of goods,-1
multi-qa-distilbert-cos-v1,pound,The protests were strong,-1
multi-qa-distilbert-cos-v1,fervor,Very warm and strong-hearted,-1
multi-qa-distilbert-cos-v1,explore,Try all the possibilities systematically,-1
multi-qa-distilbert-cos-v1,awe,"We feel a mixed feeling of reverence, awe and wonder inspired by the tremendous power of beauty and gentleness, or terror when we think of Bach's work.",-1
multi-qa-distilbert-cos-v1,bionics,"Because the system is electronic, biological principles are used in the study and design of engineering systems",1
multi-qa-distilbert-cos-v1,djembe,The great West Africans played leather hand drums and some fusion music,-1
